Subject,Left Comparison Type,Right Comparison Type,Correct Side,Chosen Side
0,2,0,1.0,1.0
0,0,16,0.0,0.0
1,16,68,0.0,0.0
1,0,2,0.0,0.0
1,many,0,1.0,1.0
1,2,16,0.0,0.0
1,many,68,1.0,1.0
1,4,0,1.0,1.0
1,4,many,0.0,0.0
1,2,many,0.0,0.0
1,16,0,1.0,1.0
1,many,16,1.0,1.0
1,4,2,1.0,0.0
1,68,0,1.0,1.0
1,16,4,1.0,1.0
1,68,4,1.0,1.0
1,2,68,0.0,0.0
1,2,16,0.0,0.0
1,4,68,0.0,0.0
1,16,0,1.0,1.0
1,0,68,0.0,0.0
1,68,2,1.0,1.0
1,2,4,0.0,0.0
1,68,many,0.0,0.0
1,2,0,1.0,1.0
1,16,many,0.0,0.0
1,0,4,0.0,0.0
1,2,many,0.0,0.0
1,0,many,0.0,0.0
1,many,4,1.0,1.0
1,68,16,1.0,1.0
1,16,4,1.0,1.0
1,2,0,1.0,1.0
1,2,4,0.0,0.0
1,68,2,1.0,0.0
1,68,16,1.0,1.0
1,0,many,0.0,0.0
1,16,4,1.0,1.0
1,0,16,0.0,0.0
1,many,2,1.0,1.0
1,4,0,1.0,1.0
1,4,68,0.0,0.0
1,68,many,0.0,1.0
1,0,68,0.0,0.0
1,16,many,0.0,0.0
1,2,16,0.0,1.0
1,4,many,0.0,0.0
1,4,0,1.0,1.0
1,68,0,1.0,1.0
1,68,2,1.0,1.0
1,0,2,0.0,0.0
1,0,many,0.0,0.0
1,many,68,1.0,0.0
1,68,4,1.0,1.0
1,2,many,0.0,0.0
1,2,16,0.0,0.0
1,16,0,1.0,1.0
1,2,4,0.0,0.0
1,many,16,1.0,0.0
1,4,many,0.0,0.0
1,16,4,1.0,1.0
1,68,16,1.0,0.0
1,0,4,0.0,0.0
1,16,4,1.0,0.0
1,68,2,1.0,1.0
1,4,2,1.0,1.0
1,2,many,0.0,0.0
1,68,16,1.0,1.0
1,68,0,1.0,0.0
1,68,many,0.0,0.0
1,0,many,0.0,0.0
1,many,4,1.0,1.0
1,0,16,0.0,0.0
1,0,2,0.0,0.0
1,16,2,1.0,1.0
1,many,16,1.0,1.0
1,68,4,1.0,1.0
1,68,2,1.0,1.0
1,0,many,0.0,0.0
1,68,0,1.0,1.0
1,4,0,1.0,1.0
1,16,68,0.0,0.0
1,many,2,1.0,0.0
1,4,many,0.0,1.0
1,16,2,1.0,1.0
1,68,many,0.0,0.0
1,0,2,0.0,0.0
1,0,16,0.0,0.0
1,16,many,0.0,0.0
1,2,4,0.0,0.0
1,4,68,0.0,0.0
1,4,16,0.0,1.0
1,0,68,0.0,0.0
1,many,2,1.0,1.0
1,0,4,0.0,0.0
1,2,0,1.0,1.0
1,many,0,1.0,1.0
1,0,16,0.0,0.0
1,16,many,0.0,0.0
1,16,4,1.0,0.0
1,68,many,0.0,0.0
1,4,many,0.0,0.0
1,68,2,1.0,1.0
1,2,4,0.0,0.0
1,68,16,1.0,1.0
1,68,4,1.0,0.0
1,2,16,0.0,0.0
1,16,many,0.0,0.0
1,4,68,0.0,1.0
1,68,2,1.0,1.0
1,2,16,0.0,0.0
1,0,many,0.0,0.0
1,16,4,1.0,1.0
1,0,4,0.0,0.0
1,16,0,1.0,1.0
1,2,0,1.0,1.0
1,68,0,1.0,0.0
1,2,many,0.0,0.0
1,68,16,1.0,1.0
1,many,4,1.0,0.0
1,many,68,1.0,1.0
1,4,2,1.0,1.0
1,0,2,0.0,0.0
1,many,2,1.0,1.0
1,0,many,0.0,0.0
1,2,68,0.0,1.0
1,16,2,1.0,1.0
1,68,0,1.0,1.0
1,4,0,1.0,1.0
1,4,68,0.0,0.0
1,16,68,0.0,0.0
1,0,16,0.0,0.0
1,2,4,0.0,1.0
1,16,many,0.0,0.0
1,many,68,1.0,0.0
1,many,4,1.0,1.0
1,16,4,1.0,1.0
1,68,many,0.0,1.0
1,many,2,1.0,0.0
1,0,2,0.0,0.0
1,2,16,0.0,0.0
1,16,0,1.0,1.0
1,2,68,0.0,1.0
1,many,0,1.0,1.0
1,68,0,1.0,1.0
1,16,many,0.0,0.0
1,68,16,1.0,1.0
1,68,4,1.0,1.0
1,many,4,1.0,1.0
1,4,0,1.0,1.0
1,4,16,0.0,0.0
1,2,4,0.0,0.0
3,many,68,1.0,1.0
3,2,many,0.0,0.0
3,0,many,0.0,0.0
3,68,2,1.0,1.0
3,2,0,1.0,1.0
3,68,16,1.0,1.0
3,4,68,0.0,0.0
3,many,4,1.0,1.0
3,many,16,1.0,0.0
3,4,16,0.0,0.0
3,0,16,0.0,0.0
3,0,4,0.0,0.0
3,4,2,1.0,1.0
3,16,2,1.0,0.0
3,68,0,1.0,1.0
3,0,4,0.0,0.0
3,16,68,0.0,1.0
3,4,2,1.0,1.0
3,many,68,1.0,1.0
3,16,0,1.0,1.0
3,0,2,0.0,0.0
3,0,many,0.0,0.0
3,4,16,0.0,0.0
3,0,68,0.0,0.0
3,2,16,0.0,0.0
3,68,2,1.0,1.0
3,many,16,1.0,0.0
3,many,2,1.0,1.0
3,many,4,1.0,1.0
3,4,68,0.0,0.0
3,16,many,0.0,0.0
3,0,2,0.0,0.0
3,68,0,1.0,1.0
3,68,4,1.0,0.0
3,0,many,0.0,0.0
3,2,many,0.0,0.0
3,2,16,0.0,0.0
3,4,16,0.0,0.0
3,0,4,0.0,0.0
3,4,2,1.0,1.0
3,68,2,1.0,1.0
3,68,16,1.0,1.0
3,4,many,0.0,0.0
3,68,many,0.0,1.0
3,16,0,1.0,1.0
3,16,many,0.0,0.0
3,4,68,0.0,1.0
3,4,2,1.0,1.0
3,0,2,0.0,0.0
3,many,4,1.0,1.0
3,2,many,0.0,0.0
3,16,2,1.0,0.0
3,many,0,1.0,1.0
3,4,0,1.0,1.0
3,0,16,0.0,0.0
3,68,2,1.0,1.0
3,0,68,0.0,0.0
3,4,16,0.0,0.0
3,16,68,0.0,0.0
3,many,68,1.0,1.0
3,2,68,0.0,0.0
3,16,4,1.0,0.0
3,68,16,1.0,0.0
3,0,4,0.0,1.0
3,many,0,1.0,1.0
3,68,0,1.0,1.0
3,2,many,0.0,0.0
3,0,16,0.0,0.0
3,16,2,1.0,1.0
3,4,many,0.0,0.0
3,2,0,1.0,1.0
3,16,many,0.0,1.0
3,68,4,1.0,0.0
3,68,many,0.0,0.0
3,2,4,0.0,1.0
3,many,4,1.0,1.0
3,68,4,1.0,1.0
3,many,0,1.0,1.0
3,68,0,1.0,1.0
3,16,0,1.0,1.0
3,68,2,1.0,1.0
3,16,68,0.0,1.0
3,2,0,1.0,1.0
3,2,16,0.0,0.0
3,many,2,1.0,1.0
3,many,68,1.0,0.0
3,many,16,1.0,1.0
3,0,4,0.0,0.0
3,4,2,1.0,1.0
3,4,16,0.0,0.0
3,many,4,1.0,1.0
3,4,16,0.0,0.0
3,68,16,1.0,0.0
3,2,many,0.0,0.0
3,4,2,1.0,1.0
3,0,68,0.0,0.0
3,2,0,1.0,0.0
3,many,0,1.0,1.0
3,2,68,0.0,0.0
3,0,16,0.0,0.0
3,0,4,0.0,1.0
3,16,2,1.0,1.0
3,68,many,0.0,0.0
3,4,68,0.0,1.0
3,16,many,0.0,0.0
3,2,4,0.0,0.0
3,68,0,1.0,1.0
3,4,16,0.0,1.0
3,4,68,0.0,0.0
3,2,many,0.0,0.0
3,4,0,1.0,1.0
3,16,0,1.0,0.0
3,0,many,0.0,0.0
3,many,16,1.0,0.0
3,68,2,1.0,1.0
3,2,0,1.0,1.0
3,many,4,1.0,1.0
3,2,16,0.0,0.0
3,16,68,0.0,1.0
3,many,68,1.0,1.0
3,2,many,0.0,0.0
3,many,4,1.0,0.0
3,16,68,0.0,1.0
3,0,many,0.0,0.0
3,68,2,1.0,0.0
3,16,0,1.0,1.0
3,4,16,0.0,1.0
3,0,2,0.0,0.0
3,68,many,0.0,1.0
3,2,16,0.0,0.0
3,many,16,1.0,1.0
3,0,4,0.0,0.0
3,68,4,1.0,0.0
3,4,2,1.0,1.0
3,0,68,0.0,0.0
3,0,4,0.0,0.0
3,0,16,0.0,0.0
3,2,many,0.0,0.0
3,68,0,1.0,1.0
3,68,2,1.0,1.0
3,many,0,1.0,1.0
3,16,many,0.0,1.0
3,16,4,1.0,1.0
3,68,4,1.0,1.0
3,0,2,0.0,0.0
3,68,many,0.0,0.0
3,16,68,0.0,0.0
3,2,16,0.0,0.0
3,4,2,1.0,1.0
3,4,many,0.0,0.0
6,16,0,1.0,1.0
6,many,2,1.0,1.0
6,0,many,0.0,0.0
6,many,68,1.0,1.0
6,16,2,1.0,1.0
6,many,16,1.0,1.0
6,68,0,1.0,1.0
6,0,2,0.0,0.0
6,68,2,1.0,1.0
6,4,many,0.0,0.0
6,4,68,0.0,1.0
6,16,68,0.0,0.0
6,0,4,0.0,0.0
6,16,4,1.0,1.0
6,2,4,0.0,0.0
6,0,many,0.0,0.0
6,68,4,1.0,1.0
6,many,2,1.0,1.0
6,68,0,1.0,1.0
6,16,4,1.0,1.0
6,68,2,1.0,1.0
6,16,many,0.0,0.0
6,2,4,0.0,0.0
6,many,68,1.0,1.0
6,2,0,1.0,1.0
6,0,4,0.0,0.0
6,0,16,0.0,0.0
6,4,many,0.0,0.0
6,2,16,0.0,0.0
6,16,68,0.0,1.0
6,16,many,0.0,0.0
6,0,2,0.0,0.0
6,2,4,0.0,0.0
6,many,68,1.0,1.0
6,4,0,1.0,1.0
6,68,16,1.0,1.0
6,many,0,1.0,1.0
6,4,many,0.0,0.0
6,68,0,1.0,1.0
6,2,68,0.0,0.0
6,0,16,0.0,0.0
6,16,4,1.0,1.0
6,16,2,1.0,1.0
6,2,many,0.0,0.0
6,68,4,1.0,1.0
6,16,4,1.0,1.0
6,2,4,0.0,0.0
6,many,16,1.0,1.0
6,68,many,0.0,0.0
6,68,4,1.0,1.0
6,4,0,1.0,1.0
6,0,68,0.0,0.0
6,4,many,0.0,0.0
6,16,68,0.0,0.0
6,16,0,1.0,1.0
6,0,many,0.0,0.0
6,many,2,1.0,1.0
6,0,2,0.0,0.0
6,68,2,1.0,1.0
6,16,2,1.0,1.0
6,many,4,1.0,1.0
6,68,16,1.0,0.0
6,16,many,0.0,0.0
6,68,0,1.0,1.0
6,0,4,0.0,0.0
6,16,0,1.0,1.0
6,4,2,1.0,0.0
6,68,many,0.0,0.0
6,4,16,0.0,1.0
6,2,many,0.0,0.0
6,4,68,0.0,0.0
6,2,16,0.0,0.0
6,many,0,1.0,1.0
6,68,2,1.0,1.0
6,2,0,1.0,1.0
6,many,68,1.0,1.0
6,4,0,1.0,1.0
6,0,many,0.0,0.0
6,0,16,0.0,0.0
6,68,16,1.0,1.0
6,0,2,0.0,0.0
6,4,68,0.0,1.0
6,4,16,0.0,1.0
6,16,2,1.0,1.0
6,many,2,1.0,1.0
6,16,many,0.0,0.0
6,many,4,1.0,1.0
6,68,0,1.0,1.0
6,68,2,1.0,1.0
6,4,2,1.0,1.0
6,68,2,1.0,1.0
6,4,0,1.0,1.0
6,many,68,1.0,0.0
6,2,many,0.0,0.0
6,2,16,0.0,1.0
6,0,many,0.0,0.0
6,4,68,0.0,0.0
6,68,0,1.0,1.0
6,0,16,0.0,0.0
6,many,16,1.0,1.0
6,4,2,1.0,1.0
6,4,many,0.0,0.0
6,68,16,1.0,0.0
6,0,2,0.0,0.0
6,16,4,1.0,0.0
6,2,68,0.0,0.0
6,0,4,0.0,0.0
6,2,many,0.0,0.0
6,2,16,0.0,1.0
6,4,16,0.0,0.0
6,0,2,0.0,0.0
6,4,many,0.0,0.0
6,0,68,0.0,0.0
6,16,0,1.0,1.0
6,0,many,0.0,0.0
6,many,68,1.0,0.0
6,16,68,0.0,0.0
6,4,2,1.0,1.0
6,68,4,1.0,1.0
6,many,16,1.0,1.0
6,many,0,1.0,1.0
6,2,many,0.0,0.0
6,68,0,1.0,1.0
6,many,4,1.0,1.0
6,0,2,0.0,0.0
6,68,16,1.0,1.0
6,16,0,1.0,1.0
6,4,0,1.0,1.0
6,2,68,0.0,0.0
6,16,many,0.0,0.0
6,2,4,0.0,0.0
6,68,many,0.0,1.0
6,4,16,0.0,0.0
6,16,2,1.0,1.0
6,4,68,0.0,0.0
6,many,2,1.0,1.0
6,4,0,1.0,1.0
6,2,4,0.0,0.0
6,2,0,1.0,1.0
6,4,68,0.0,0.0
6,0,many,0.0,0.0
6,16,4,1.0,0.0
6,68,many,0.0,0.0
6,many,4,1.0,1.0
6,0,68,0.0,0.0
6,68,2,1.0,1.0
6,0,16,0.0,0.0
6,2,16,0.0,0.0
6,16,68,0.0,1.0
6,many,16,1.0,0.0
9,16,2,1.0,0.0
9,4,many,0.0,0.0
9,68,4,1.0,1.0
9,many,16,1.0,1.0
9,0,many,0.0,0.0
9,many,2,1.0,1.0
9,68,2,1.0,0.0
9,68,0,1.0,1.0
9,16,4,1.0,0.0
9,16,68,0.0,1.0
9,68,many,0.0,1.0
9,16,0,1.0,1.0
9,2,4,0.0,0.0
9,2,0,1.0,1.0
9,4,0,1.0,1.0
9,many,4,1.0,1.0
9,0,16,0.0,0.0
9,2,4,0.0,0.0
9,2,16,0.0,0.0
9,2,0,1.0,1.0
9,0,many,0.0,0.0
9,68,many,0.0,0.0
9,0,4,0.0,0.0
9,68,0,1.0,1.0
9,68,2,1.0,0.0
9,many,16,1.0,0.0
9,many,2,1.0,1.0
9,16,4,1.0,1.0
9,4,68,0.0,0.0
9,16,68,0.0,1.0
9,2,4,0.0,1.0
9,many,4,1.0,1.0
9,many,2,1.0,1.0
9,16,many,0.0,1.0
9,4,0,1.0,1.0
9,68,16,1.0,1.0
9,16,2,1.0,1.0
9,0,16,0.0,0.0
9,68,2,1.0,1.0
9,0,68,0.0,0.0
9,0,2,0.0,0.0
9,0,many,0.0,0.0
9,4,68,0.0,1.0
9,many,68,1.0,0.0
9,4,16,0.0,0.0
9,2,0,1.0,1.0
9,0,16,0.0,0.0
9,68,0,1.0,1.0
9,many,2,1.0,1.0
9,68,4,1.0,0.0
9,2,16,0.0,0.0
9,4,many,0.0,0.0
9,many,16,1.0,0.0
9,many,0,1.0,1.0
9,4,2,1.0,0.0
9,many,68,1.0,0.0
9,4,0,1.0,1.0
9,2,68,0.0,0.0
9,16,68,0.0,0.0
9,16,4,1.0,1.0
9,0,many,0.0,0.0
9,16,many,0.0,0.0
9,0,4,0.0,0.0
9,many,2,1.0,1.0
9,68,2,1.0,1.0
9,68,0,1.0,1.0
9,4,68,0.0,0.0
9,16,68,0.0,1.0
9,68,many,0.0,0.0
9,0,16,0.0,0.0
9,2,4,0.0,0.0
9,2,16,0.0,0.0
9,2,0,1.0,1.0
9,4,16,0.0,0.0
9,many,4,1.0,1.0
9,4,68,0.0,1.0
9,16,0,1.0,1.0
9,many,2,1.0,1.0
9,2,68,0.0,0.0
9,16,many,0.0,1.0
9,0,68,0.0,0.0
9,2,4,0.0,1.0
9,2,0,1.0,1.0
9,many,0,1.0,1.0
9,4,0,1.0,1.0
9,4,many,0.0,0.0
9,16,68,0.0,0.0
9,2,16,0.0,1.0
9,many,68,1.0,1.0
9,16,4,1.0,0.0
9,0,many,0.0,0.0
9,many,2,1.0,1.0
9,0,4,0.0,0.0
9,2,0,1.0,1.0
9,68,16,1.0,1.0
9,many,68,1.0,1.0
9,16,4,1.0,1.0
9,2,4,0.0,0.0
9,4,many,0.0,0.0
9,68,4,1.0,0.0
9,2,68,0.0,1.0
9,2,16,0.0,0.0
9,16,0,1.0,1.0
9,16,many,0.0,1.0
9,0,68,0.0,0.0
9,4,many,0.0,1.0
9,many,16,1.0,1.0
9,4,68,0.0,1.0
9,4,16,0.0,0.0
9,68,0,1.0,1.0
9,68,16,1.0,0.0
9,0,2,0.0,0.0
9,2,16,0.0,1.0
9,many,0,1.0,1.0
9,4,0,1.0,1.0
9,0,16,0.0,0.0
9,many,2,1.0,1.0
9,4,2,1.0,0.0
9,68,2,1.0,1.0
9,many,68,1.0,0.0
9,4,0,1.0,1.0
9,0,2,0.0,0.0
9,2,68,0.0,0.0
9,many,68,1.0,0.0
9,many,0,1.0,1.0
9,68,16,1.0,0.0
9,many,4,1.0,1.0
9,16,2,1.0,1.0
9,2,many,0.0,0.0
9,4,2,1.0,0.0
9,16,0,1.0,1.0
9,many,16,1.0,1.0
9,68,4,1.0,0.0
9,0,68,0.0,0.0
9,4,16,0.0,1.0
9,2,many,0.0,0.0
9,68,many,0.0,1.0
9,many,0,1.0,1.0
9,4,many,0.0,1.0
9,16,many,0.0,1.0
9,0,16,0.0,0.0
9,68,2,1.0,1.0
9,4,68,0.0,1.0
9,0,68,0.0,0.0
9,4,16,0.0,1.0
9,0,4,0.0,0.0
9,16,2,1.0,0.0
9,68,16,1.0,0.0
9,2,4,0.0,1.0
9,0,2,0.0,0.0
10,0,68,0.0,0.0
10,16,4,1.0,1.0
10,many,16,1.0,1.0
10,many,2,1.0,1.0
10,0,many,0.0,0.0
10,many,4,1.0,1.0
10,16,2,1.0,1.0
10,68,4,1.0,1.0
10,0,4,0.0,0.0
10,68,16,1.0,1.0
10,0,16,0.0,0.0
10,2,68,0.0,1.0
10,2,0,1.0,1.0
10,68,many,0.0,0.0
10,2,4,0.0,0.0
10,68,16,1.0,1.0
10,2,many,0.0,0.0
10,68,many,0.0,0.0
10,2,0,1.0,1.0
10,16,2,1.0,1.0
10,4,68,0.0,1.0
10,many,16,1.0,1.0
10,16,4,1.0,0.0
10,68,2,1.0,1.0
10,many,4,1.0,0.0
10,0,68,0.0,0.0
10,2,4,0.0,0.0
10,0,16,0.0,0.0
10,0,4,0.0,0.0
10,0,many,0.0,0.0
10,0,2,0.0,0.0
10,16,many,0.0,1.0
10,0,many,0.0,0.0
10,2,many,0.0,0.0
10,16,2,1.0,1.0
10,68,2,1.0,1.0
10,4,many,0.0,0.0
10,68,0,1.0,1.0
10,68,many,0.0,1.0
10,16,4,1.0,1.0
10,2,4,0.0,0.0
10,68,4,1.0,0.0
10,4,0,1.0,1.0
10,68,16,1.0,0.0
10,0,16,0.0,0.0
10,0,16,0.0,0.0
10,2,0,1.0,1.0
10,68,16,1.0,0.0
10,4,many,0.0,0.0
10,68,4,1.0,0.0
10,16,2,1.0,0.0
10,many,2,1.0,1.0
10,4,0,1.0,1.0
10,4,2,1.0,1.0
10,0,68,0.0,0.0
10,16,4,1.0,1.0
10,68,2,1.0,0.0
10,0,many,0.0,0.0
10,68,many,0.0,0.0
10,many,16,1.0,1.0
10,0,4,0.0,0.0
10,16,4,1.0,1.0
10,68,2,1.0,1.0
10,many,2,1.0,1.0
10,many,68,1.0,1.0
10,0,many,0.0,0.0
10,16,0,1.0,1.0
10,16,many,0.0,0.0
10,4,2,1.0,0.0
10,16,68,0.0,1.0
10,4,68,0.0,1.0
10,2,0,1.0,1.0
10,2,16,0.0,1.0
10,0,68,0.0,0.0
10,many,4,1.0,1.0
10,many,68,1.0,0.0
10,0,2,0.0,0.0
10,0,4,0.0,0.0
10,16,0,1.0,1.0
10,4,68,0.0,1.0
10,0,many,0.0,0.0
10,4,2,1.0,1.0
10,many,16,1.0,1.0
10,68,0,1.0,1.0
10,4,many,0.0,0.0
10,2,many,0.0,0.0
10,16,2,1.0,1.0
10,2,68,0.0,1.0
10,4,16,0.0,0.0
10,16,68,0.0,0.0
10,4,0,1.0,1.0
10,0,many,0.0,0.0
10,many,16,1.0,0.0
10,68,4,1.0,1.0
10,0,2,0.0,0.0
10,4,16,0.0,0.0
10,2,many,0.0,0.0
10,0,68,0.0,0.0
10,68,16,1.0,1.0
10,4,many,0.0,0.0
10,0,16,0.0,0.0
10,2,68,0.0,0.0
10,2,16,0.0,0.0
10,68,many,0.0,0.0
10,4,2,1.0,0.0
10,0,68,0.0,0.0
10,4,2,1.0,1.0
10,4,68,0.0,0.0
10,2,68,0.0,0.0
10,many,2,1.0,1.0
10,16,many,0.0,0.0
10,0,many,0.0,0.0
10,many,4,1.0,1.0
10,68,many,0.0,0.0
10,16,4,1.0,0.0
10,2,16,0.0,0.0
10,4,0,1.0,1.0
10,16,68,0.0,1.0
10,2,0,1.0,1.0
10,16,0,1.0,1.0
10,many,4,1.0,1.0
10,0,many,0.0,0.0
10,many,2,1.0,1.0
10,68,many,0.0,0.0
10,0,68,0.0,0.0
10,16,2,1.0,0.0
10,16,many,0.0,0.0
10,4,0,1.0,1.0
10,16,0,1.0,1.0
10,2,4,0.0,0.0
10,68,2,1.0,1.0
10,4,16,0.0,0.0
10,68,16,1.0,0.0
10,4,68,0.0,1.0
10,2,0,1.0,1.0
10,0,many,0.0,0.0
10,4,many,0.0,0.0
10,4,0,1.0,1.0
10,2,many,0.0,1.0
10,16,2,1.0,1.0
10,4,16,0.0,0.0
10,4,2,1.0,1.0
10,68,many,0.0,0.0
10,2,68,0.0,0.0
10,16,68,0.0,0.0
10,2,0,1.0,1.0
10,68,0,1.0,1.0
10,16,many,0.0,0.0
10,16,0,1.0,1.0
10,4,68,0.0,1.0
11,16,2,1.0,1.0
11,4,many,0.0,0.0
11,68,4,1.0,1.0
11,many,16,1.0,1.0
11,0,many,0.0,0.0
11,many,2,1.0,1.0
11,68,2,1.0,1.0
11,68,0,1.0,1.0
11,16,4,1.0,0.0
11,16,68,0.0,0.0
11,68,many,0.0,1.0
11,16,0,1.0,1.0
11,2,4,0.0,1.0
11,2,0,1.0,1.0
11,4,0,1.0,1.0
11,many,4,1.0,1.0
11,0,16,0.0,0.0
11,2,4,0.0,0.0
11,2,16,0.0,0.0
11,2,0,1.0,1.0
11,0,many,0.0,0.0
11,68,many,0.0,0.0
11,0,4,0.0,0.0
11,68,0,1.0,1.0
11,68,2,1.0,1.0
11,many,16,1.0,1.0
11,many,2,1.0,1.0
11,16,4,1.0,1.0
11,4,68,0.0,0.0
11,16,68,0.0,0.0
11,2,4,0.0,1.0
11,many,4,1.0,1.0
11,many,2,1.0,1.0
11,16,many,0.0,0.0
11,4,0,1.0,1.0
11,68,16,1.0,1.0
11,16,2,1.0,0.0
11,0,16,0.0,0.0
11,68,2,1.0,1.0
11,0,68,0.0,0.0
11,0,2,0.0,0.0
11,0,many,0.0,0.0
11,4,68,0.0,0.0
11,many,68,1.0,1.0
11,4,16,0.0,1.0
11,2,0,1.0,1.0
11,0,16,0.0,0.0
11,68,0,1.0,1.0
11,many,2,1.0,1.0
11,68,4,1.0,1.0
11,2,16,0.0,0.0
11,4,many,0.0,0.0
11,many,16,1.0,1.0
11,many,0,1.0,1.0
11,4,2,1.0,0.0
11,many,68,1.0,0.0
11,4,0,1.0,1.0
11,2,68,0.0,0.0
11,16,68,0.0,0.0
11,16,4,1.0,0.0
11,0,many,0.0,0.0
11,16,many,0.0,0.0
11,0,4,0.0,0.0
11,many,2,1.0,1.0
11,68,2,1.0,1.0
11,68,0,1.0,1.0
11,4,68,0.0,0.0
11,16,68,0.0,0.0
11,68,many,0.0,0.0
11,0,16,0.0,0.0
11,2,4,0.0,0.0
11,2,16,0.0,1.0
11,2,0,1.0,1.0
11,4,16,0.0,0.0
11,many,4,1.0,0.0
11,4,68,0.0,0.0
11,16,0,1.0,1.0
11,many,2,1.0,1.0
11,2,68,0.0,0.0
11,16,many,0.0,0.0
11,0,68,0.0,0.0
11,2,4,0.0,0.0
11,2,0,1.0,1.0
11,many,0,1.0,1.0
11,4,0,1.0,1.0
11,4,many,0.0,0.0
11,16,68,0.0,1.0
11,2,16,0.0,0.0
11,many,68,1.0,0.0
11,16,4,1.0,0.0
11,0,many,0.0,0.0
11,many,2,1.0,1.0
11,0,4,0.0,0.0
11,2,0,1.0,1.0
11,68,16,1.0,0.0
