Subject,Timestamp,Confidence rating,Study-test lag,Reaction time,Word
1,181928,,0.0,,HICKORY
1,185948,,0.0,,WILLOW
1,189972,,0.0,,PINE
1,194003,,0.0,,SPINACH
1,198035,,0.0,,CORN
1,202067,1.0,0.0,1177.4000000003723,CABBAGE
1,206089,1.0,0.0,522.9000000003725,CARROT
1,210113,1.0,0.0,720.0,TROMBONE
1,214138,1.0,0.0,1070.7999999988824,DOVE
1,218162,3.0,0.0,2627.89999999851,VIOLIN
1,222194,1.0,0.0,1429.0999999996277,RUM
1,226234,1.0,0.0,712.5999999996275,PEN
1,230282,1.0,0.0,739.5999999996275,LADLE
1,234315,1.0,0.0,827.0,WOODS
1,238347,1.0,0.0,691.2999999988824,SUNFLOWER
1,242385,1.0,0.0,790.0,MARIGOLD
1,246418,1.0,0.0,1182.5,CARNATION
1,250458,1.0,0.0,599.4000000003725,RADIO
1,254492,3.0,0.0,1967.5,TELEVISION
1,258516,1.0,0.0,1498.800000000745,STEREO
1,262546,8.0,10.0,2192.4000000003725,CARNATION
1,266579,2.0,0.0,2138.5,TABLET
1,270611,7.0,20.0,2236.0999999996275,CABBAGE
1,274643,2.0,0.0,2440.199999999255,SPEAKER
1,278674,3.0,0.0,2181.0999999996275,CELERY
1,282706,6.0,20.0,2237.89999999851,SUNFLOWER
1,286747,8.0,20.0,1483.4000000003723,TROMBONE
1,290778,7.0,30.0,1115.5,PINE
1,294811,6.0,20.0,1656.0999999996277,DOVE
1,298835,7.0,20.0,1484.5,PEN
1,302881,3.0,0.0,1757.9000000003723,CAULIFLOWER
1,306920,6.0,20.0,2475.300000000745,TELEVISION
1,310939,2.0,0.0,2080.800000000745,MOSQUITO
1,314980,2.0,0.0,1302.699999999255,POTATO
1,319012,8.0,10.0,1640.0,MOSQUITO
1,323034,8.0,10.0,1090.800000000745,POTATO
1,327074,3.0,40.0,1795.4000000003723,SPINACH
1,331097,3.0,0.0,1889.5,LEG
1,335123,8.0,10.0,1220.0999999996277,CAULIFLOWER
1,339145,8.0,40.0,1078.199999999255,WILLOW
1,343178,8.0,10.0,1014.5,LEG
1,347210,3.0,0.0,1270.7999999988824,SPARROW
1,351233,6.0,20.0,2221.800000000745,SPEAKER
1,355257,4.0,50.0,1976.10000000149,HICKORY
1,359289,8.0,30.0,1265.5999999996277,STEREO
1,363321,8.0,30.0,1054.89999999851,CELERY
1,367348,7.0,0.0,2172.800000000745,WINE
1,371385,8.0,40.0,949.1999999992548,LADLE
1,375418,4.0,0.0,2320.5999999996275,CREEK
1,379448,8.0,10.0,1051.0999999996277,CREEK
1,383473,7.0,50.0,1625.5,CORN
1,387505,7.0,40.0,1465.199999999255,MARIGOLD
1,391536,8.0,10.0,870.9000000003725,WINE
1,395571,5.0,40.0,2685.7000000011176,RADIO
1,399609,7.0,40.0,1795.5999999996277,TABLET
1,403634,8.0,50.0,1272.0999999996277,VIOLIN
1,407655,1.0,50.0,1092.5999999996277,WOODS
1,411688,2.0,0.0,1290.0999999996277,SODA
1,929861,1.0,0.0,2264.0,ROBIN
1,933878,3.0,0.0,2928.0,MILK
1,937891,6.0,20.0,1605.2999999988824,SPARROW
1,941934,3.0,0.0,1375.0,ROOSTER
1,945947,3.0,0.0,1157.9000000003723,PEACH
1,949971,8.0,60.0,1703.5,RUM
1,953987,2.0,0.0,2364.199999999255,BEER
1,958007,8.0,10.0,1020.4000000003724,PEACH
1,962035,8.0,10.0,951.9000000003724,MILK
1,966066,6.0,70.0,1596.0,CARROT
1,970098,4.0,0.0,1532.39999999851,DRYER
1,974130,4.0,0.0,1260.0,CIDER
1,978171,2.0,0.0,1664.699999999255,SEAGULL
1,982203,2.0,0.0,1295.39999999851,LADYBUG
1,986243,6.0,20.0,1174.199999999255,SODA
1,990274,3.0,0.0,1177.5999999996277,BINDER
1,994298,8.0,10.0,1180.699999999255,BINDER
1,998328,8.0,20.0,873.2999999988824,ROOSTER
1,1002363,6.0,0.0,1834.300000000745,STAPLER
1,1006402,1.0,0.0,1678.39999999851,FINCH
1,1010434,8.0,10.0,871.1999999992549,FINCH
1,1014465,3.0,0.0,1216.0,PIGEON
1,1018504,8.0,10.0,920.0999999996276,LADYBUG
1,1022531,3.0,0.0,1227.7000000011176,CARDINAL
1,1026570,8.0,0.0,1025.89999999851,FORK
1,1030594,8.0,10.0,795.7000000011176,FORK
1,1034626,6.0,0.0,2358.5,NOTEBOOK
1,1038658,8.0,20.0,924.7000000011176,CIDER
1,1042676,8.0,30.0,903.10000000149,BEER
1,1046713,8.0,20.0,998.0999999996276,STAPLER
1,1050746,5.0,0.0,2337.5999999996275,HORSE
1,1054771,5.0,0.0,1828.0,JUICE
1,1058798,2.0,0.0,1635.9000000003723,COLA
1,1062842,4.0,0.0,1876.0,OCEAN
1,1066881,8.0,10.0,963.6999999992548,HORSE
1,1070914,8.0,10.0,770.0,COLA
1,1074944,8.0,30.0,760.9000000003725,SEAGULL
1,1078978,3.0,0.0,1229.5999999996277,HEADPHONES
1,1083026,8.0,0.0,1396.7999999988824,CALCULATOR
1,1087059,8.0,10.0,956.3000000007452,JUICE
1,1091090,2.0,0.0,1374.0,MICROWAVE
1,1095121,3.0,0.0,1455.4000000003723,FOOT
1,1099155,,30.0,,PIGEON
1,1103186,8.0,20.0,873.5,CARDINAL
1,1107227,3.0,0.0,989.4000000003724,GOOSE
1,1111262,,0.0,,GNAT
1,1115307,2.0,0.0,973.0,PENCIL
1,1119340,8.0,20.0,872.8000000007451,OCEAN
1,1123371,8.0,20.0,817.5,HEADPHONES
1,1127408,8.0,10.0,794.9000000003725,MICROWAVE
