Subject,Timestamp,Confidence rating,Study-test lag,Reaction time,Word
0,150673,1.0,0.0,687.7000000178814,LILAC
0,154689,1.0,0.0,471.5,AXE
0,158705,1.0,0.0,373.90000000596046,MONKEY
0,162721,1.0,0.0,403.2999999821186,CIDER
0,166737,1.0,0.0,384.3000000119209,WOODS
0,170753,8.0,0.0,2818.600000023842,SPIDER
0,174771,1.0,0.0,864.4000000059605,TABLET
0,178786,1.0,0.0,473.2000000178814,PENCIL
0,182802,1.0,0.0,598.5999999940395,SPEAKER
0,186819,1.0,0.0,573.7000000178814,TELEVISION
0,190834,1.0,0.0,409.7000000178814,PRINTER
0,194850,1.0,0.0,448.90000000596046,COMPUTER
0,198866,1.0,0.0,440.0,SPARROW
0,202882,1.0,0.0,533.9000000059605,ROBIN
0,206898,1.0,0.0,400.5,DOVE
0,210914,1.0,0.0,370.5,DUCK
0,214931,1.0,0.0,526.8000000119209,CARDINAL
0,218946,8.0,0.0,997.0,PIGEON
0,222963,1.0,0.0,570.0,GORILLA
0,226977,1.0,0.0,525.0,MOSQUITO
0,230994,4.0,0.0,2224.199999988079,MARKER
0,235009,1.0,0.0,900.2999999821186,WINDOW
0,239025,1.0,0.0,857.1000000238419,SQUID
0,243041,1.0,0.0,456.59999999403954,WRENCH
0,247057,8.0,20.0,1249.4000000059605,SPARROW
0,251073,8.0,0.0,519.5999999940395,BASEBALL
0,255089,1.0,0.0,570.7999999821186,ROOF
0,259105,8.0,10.0,847.9000000059605,PIGEON
0,263121,1.0,0.0,666.1999999880791,BARBIE
0,267137,8.0,20.0,875.6999999880791,GORILLA
0,271154,1.0,0.0,585.7000000178814,FRISBEE
0,275183,1.0,0.0,654.5,BALL
0,279201,8.0,30.0,820.0,SPIDER
0,283217,8.0,30.0,764.8000000119209,PENCIL
0,287233,1.0,0.0,1099.2999999821186,FOOTBALL
0,291249,6.0,30.0,2307.4000000059605,PRINTER
0,295265,8.0,20.0,1023.3000000119208,WINDOW
0,299281,1.0,0.0,587.4000000059605,DOLLHOUSE
0,303298,1.0,0.0,699.1999999880791,ORGAN
0,307314,1.0,10.0,562.1999999880791,ORGAN
0,311330,6.0,40.0,1231.4000000059605,CIDER
0,315345,1.0,0.0,634.6999999880791,TUBA
0,319361,8.0,30.0,1399.100000023842,CARDINAL
0,323377,8.0,30.0,779.2999999821186,MOSQUITO
0,327393,1.0,0.0,664.1999999880791,CELLO
0,331409,8.0,10.0,1028.7999999821186,TUBA
0,335426,3.0,0.0,2724.5999999940395,DOLL
0,339441,8.0,20.0,1243.2999999821186,FOOTBALL
0,343457,1.0,0.0,663.5999999940395,PUZZLE
0,347481,3.0,40.0,2603.800000011921,COMPUTER
0,351497,8.0,20.0,1089.5,DOLLHOUSE
0,355513,1.0,0.0,592.5999999940395,MARBLES
0,359529,8.0,30.0,1213.7999999821186,SQUID
0,363545,1.0,40.0,846.4000000059605,ROBIN
0,367578,7.0,10.0,1077.5999999940395,PUZZLE
0,371593,1.0,0.0,785.8000000119209,BLOCKS
0,375610,1.0,10.0,592.0999999940395,MARBLES
0,379625,1.0,0.0,1402.800000011921,BASKETBALL
0,423258,1.0,0.0,877.6000000238419,SLINKY
0,427274,8.0,40.0,857.5,BARBIE
0,431290,7.0,60.0,1886.4000000059605,TABLET
0,435306,1.0,0.0,835.3999999761581,SHEEP
0,439322,7.0,10.0,1590.699999988079,SLINKY
0,443340,1.0,0.0,652.4000000059605,PIG
0,447354,7.0,10.0,869.1999999880791,BLOCKS
0,451370,8.0,20.0,1377.7999999821186,DOLL
0,455402,8.0,10.0,517.0,BASKETBALL
0,459418,8.0,40.0,605.0999999940395,BALL
0,463434,1.0,0.0,788.5999999940395,STOVE
0,467451,1.0,0.0,620.5999999940395,WASHER
0,471466,4.0,0.0,2140.0,TOASTER
0,475482,1.0,0.0,683.8000000119209,WINE
0,479498,8.0,10.0,874.0999999940395,TOASTER
0,483514,,0.0,,TABLE
0,487530,1.0,0.0,1102.300000011921,BINDER
0,491562,6.0,70.0,1121.100000023842,TELEVISION
0,495578,7.0,60.0,1420.5999999940395,WRENCH
0,499594,1.0,0.0,1005.5999999940396,LADYBUG
0,503610,1.0,40.0,535.5,CELLO
0,507642,1.0,0.0,883.6999999880791,ROOM
0,511658,7.0,80.0,1143.5999999940395,MONKEY
0,515673,8.0,10.0,879.0999999940395,WINE
0,519691,1.0,0.0,941.1999999880792,HAWK
0,523706,1.0,0.0,701.7000000178814,FINCH
0,527722,1.0,0.0,711.1000000238419,CROW
0,531738,2.0,0.0,1311.2000000178814,GOOSE
0,535754,8.0,10.0,996.0999999940396,CROW
0,539769,2.0,90.0,1314.0,WOODS
0,543793,1.0,0.0,599.1999999880791,SEAGULL
0,547817,7.0,10.0,1077.699999988079,FINCH
